	0.05_0	0.07_0	0.1_0	0.02_0	1_0
PF14245	0.000	0.000	0.000	0.000	0.000
PF11530	0.000	0.000	0.000	0.000	0.000
PF13675	0.000	0.000	0.000	0.000	0.000
PF07419	0.000	0.000	0.000	0.000	0.000
PF11104	0.000	0.000	0.000	0.000	0.000
PF05137	0.000	0.000	0.000	0.000	0.000
PF04350	0.000	0.000	0.000	0.000	0.000
PF04351	0.000	0.000	0.000	0.000	0.000
PF08805	0.000	0.000	0.000	0.000	0.000
PF15453	0.000	0.000	0.000	0.000	0.000
PF09476	0.000	0.000	0.000	0.000	0.000
PF11356	0.000	0.000	0.000	0.000	0.000
PF13681	0.000	0.000	0.000	0.000	0.000
PF14341	0.000	0.000	0.000	0.000	0.000
PF07238	0.000	0.000	0.000	0.000	0.000
PF01850	0.000	0.000	0.000	0.000	0.000
PF04696	0.000	0.000	0.000	0.000	0.000
PF04697	0.000	0.000	0.000	0.000	0.000
PF14324	0.000	0.000	0.000	0.000	0.000
PF10130	0.000	0.000	0.000	0.000	0.000
PF13470	0.000	0.000	0.000	0.000	0.000
PF13638	0.000	0.000	0.000	0.000	0.000
PF12260	0.000	0.000	0.000	0.000	0.000
PF14875	0.000	0.000	0.000	0.000	0.000
PF01504	0.000	0.000	0.000	0.000	0.000
PF07108	0.000	0.000	0.000	0.000	0.000
PF00399	0.000	0.000	0.000	0.000	0.000
PF02678	0.000	0.000	0.000	0.000	0.000
PF05726	0.000	0.000	0.000	0.000	0.000
PF15099	0.000	0.000	0.000	0.000	0.000
PF06201	0.000	0.000	0.000	0.000	0.000
PF02171	0.000	0.000	0.000	0.000	0.000
PF12306	0.000	0.000	0.000	0.000	0.000
PF00224	0.000	0.000	0.000	0.000	0.000
PF00801	0.000	0.000	0.000	0.000	0.080
PF08016	0.000	0.000	0.000	0.000	0.000
PF02827	0.000	0.000	0.000	0.000	0.000
PF02173	0.000	0.000	0.000	0.000	0.000
PF00069	0.000	0.000	0.000	0.000	0.000
PF00433	0.000	0.000	0.000	0.000	0.000
PF07714	0.000	0.000	0.000	0.000	0.000
PF06878	0.000	0.000	0.000	0.000	0.000
PF12474	0.000	0.000	0.000	0.000	0.000
PF14032	0.000	0.000	0.000	0.000	0.000
PF08636	0.000	0.000	0.000	0.000	0.000
PF02887	0.000	0.000	0.000	0.000	0.000
PF02253	0.000	0.000	0.000	0.000	0.000
PF06951	0.000	0.000	0.000	0.000	0.000
PF01735	0.000	0.000	0.000	0.000	0.000
PF02988	0.000	0.000	0.000	0.000	0.000
PF08686	0.000	0.000	0.000	0.000	0.000
PF04749	0.000	0.000	0.000	0.000	0.000
PF15205	0.000	0.000	0.000	0.000	0.000
PF07595	0.000	0.000	0.000	0.000	0.000
PF10532	0.000	0.000	0.000	0.000	0.000
PF06694	0.000	0.000	0.000	0.000	0.000
PF04827	0.000	0.000	0.000	0.000	0.000
PF01307	0.000	0.000	0.000	0.000	0.000
PF10533	0.000	0.000	0.000	0.000	0.000
PF05015	0.000	0.000	0.000	0.000	0.000
PF01672	0.000	0.000	0.000	0.000	0.000
PF09686	0.000	0.000	0.000	0.000	0.000
PF05016	0.000	0.000	0.000	0.000	0.000
PF10784	0.000	0.000	0.000	0.000	0.000
PF12703	0.000	0.000	0.000	0.000	0.000
PF06769	0.000	0.000	0.000	0.000	0.000
PF05403	0.000	0.000	0.000	0.000	0.000
PF05795	0.000	0.000	0.000	0.000	0.000
PF09715	0.000	0.000	0.000	0.000	0.000
PF07981	0.000	0.000	0.000	0.000	0.000
PF06247	0.000	0.000	0.000	0.000	0.000
PF01477	0.000	0.000	0.000	0.000	0.000
PF04640	0.000	0.000	0.000	0.000	0.000
PF08703	0.000	0.000	0.000	0.000	0.000
PF00614	0.000	0.000	0.000	0.000	0.000
PF13091	0.000	0.000	0.000	0.000	0.000
PF13918	0.000	0.000	0.000	0.000	0.000
PF13396	0.000	0.000	0.000	0.000	0.000
PF12357	0.000	0.000	0.000	0.000	0.000
PF00681	0.000	0.000	0.000	0.000	0.000
PF08337	0.000	0.000	0.000	0.000	0.000
PF01690	0.000	0.000	0.000	0.000	0.000
PF08429	0.000	0.000	0.000	0.000	0.000
PF07715	0.000	0.000	0.000	0.000	0.000
PF10559	0.000	0.000	0.000	0.000	0.000
PF03126	0.000	0.000	0.000	0.000	0.000
PF11477	0.000	0.000	0.000	0.000	0.000
PF15150	0.000	0.000	0.000	0.000	0.000
PF01523	-0.019	-0.002	0.000	0.000	0.000
PF09373	0.000	0.000	0.000	0.000	0.000
PF08066	0.000	0.000	0.000	0.000	0.000
PF10536	0.000	0.000	0.000	0.000	0.000
PF04043	0.000	0.000	0.000	0.000	0.000
PF05287	0.000	0.000	0.000	0.000	0.000
PF01238	0.000	0.000	0.000	0.000	0.000
PF03332	0.000	0.000	0.000	0.000	0.000
PF14100	0.000	0.000	0.000	0.000	0.000
PF08114	0.000	0.000	0.000	0.000	0.000
PF00822	0.000	0.000	0.000	0.000	0.000
PF01679	0.000	0.000	0.000	0.000	0.000
PF14416	0.000	0.000	0.000	0.000	0.000
PF11183	0.000	0.000	0.000	0.000	0.000
PF15322	0.000	0.000	0.000	0.000	0.000
PF01625	0.000	0.000	0.000	0.000	0.000
PF02366	0.000	0.000	0.000	0.000	0.000
PF13231	0.000	0.000	0.000	0.000	0.000
PF11647	0.000	0.000	0.000	0.000	0.000
PF06436	0.000	0.000	0.000	0.000	0.000
PF05539	0.000	0.000	0.000	0.000	0.000
PF07380	0.000	0.000	0.000	0.000	0.000
PF03393	0.000	0.000	0.000	0.000	0.000
PF03246	0.000	0.000	0.000	0.000	0.000
PF03438	0.000	0.000	0.000	0.000	0.000
PF02478	0.000	0.000	0.000	0.000	0.000
PF12222	0.000	0.000	0.000	0.000	0.000
PF08645	0.000	0.000	0.000	0.000	0.000
PF14893	0.000	0.000	0.000	0.000	0.000
PF03726	0.000	0.000	0.000	0.000	0.000
PF12111	0.000	0.000	0.000	0.000	0.000
PF10590	0.000	0.000	0.000	0.000	0.000
PF01048	0.000	0.000	0.000	0.000	0.000
PF15365	0.000	0.000	0.000	0.000	0.000
PF02233	0.000	0.000	0.000	0.000	0.000
PF10450	0.000	0.000	0.000	0.000	0.000
PF10114	0.000	0.000	0.000	0.000	0.000
PF05808	0.000	0.000	0.000	0.000	0.000
PF05894	0.000	0.000	0.000	0.000	0.000
PF03833	0.000	0.000	0.000	0.000	0.000
PF01357	0.000	0.000	0.000	0.000	0.000
PF01620	0.000	0.000	0.000	0.000	0.000
PF01190	0.000	0.000	0.000	0.000	0.000
PF00659	0.000	0.000	0.000	0.000	0.000
PF01743	0.000	0.000	0.000	0.000	0.000
PF12626	0.000	0.000	0.000	0.000	0.000
PF12627	0.000	0.000	0.000	0.000	0.000
PF01518	0.000	0.000	0.000	0.000	0.000
PF00738	0.000	0.000	0.000	0.000	0.000
PF03364	0.000	0.000	0.000	0.000	0.000
PF10604	0.000	0.000	0.000	0.000	0.000
PF01736	0.000	0.000	0.000	0.000	0.000
PF00718	0.000	0.000	0.000	0.000	0.000
PF00761	0.000	0.000	0.000	0.000	0.000
PF06431	0.000	0.000	0.000	0.000	0.000
PF00348	0.000	0.000	0.000	0.000	0.000
PF01522	0.000	0.000	0.000	0.000	0.000
PF04748	0.000	0.000	0.000	0.000	0.000
PF15421	0.000	0.000	0.000	0.000	0.000
PF14099	0.000	0.000	0.000	0.000	0.000
PF01943	0.000	0.000	0.000	0.000	0.000
PF02719	0.000	0.000	0.000	0.000	0.000
PF13440	0.000	0.000	0.000	0.000	0.000
PF04669	0.000	0.000	0.000	0.000	0.000
PF14667	0.000	0.000	0.000	0.000	0.000
PF08485	0.000	0.000	0.000	0.000	0.000
PF02563	0.000	0.000	0.000	0.000	0.000
PF08418	0.000	0.000	0.000	0.000	0.000
PF15229	0.000	0.000	0.000	0.000	0.000
PF09437	0.000	0.000	0.000	0.000	0.000
PF07442	0.000	0.000	0.000	0.000	0.000
PF06978	0.000	0.000	0.000	0.000	0.000
PF04831	0.000	0.000	0.000	0.000	0.000
PF08170	0.000	0.000	0.000	0.000	0.000
PF01558	0.000	0.000	0.000	0.000	0.000
PF11565	0.000	0.000	0.000	0.000	0.000
PF00267	0.000	0.000	0.000	0.000	0.000
PF02530	0.000	0.000	0.000	0.000	0.000
PF01459	0.000	0.000	0.000	0.000	0.000
PF13609	0.000	0.000	0.000	0.000	0.000
PF09381	0.000	0.000	0.000	0.000	0.000
PF11389	0.000	0.000	0.000	0.000	0.000
PF07396	0.000	0.000	0.000	0.000	0.000
PF01379	0.000	0.000	0.000	0.000	0.000
PF03900	0.000	0.000	0.000	0.000	0.000
PF09697	0.000	0.000	0.000	0.000	0.000
PF11955	0.000	0.000	0.000	0.000	0.000
PF01855	0.000	0.000	0.000	0.000	0.000
PF13797	0.000	0.000	0.000	0.000	0.000
PF02765	0.000	0.000	0.000	0.000	0.000
PF11404	0.000	0.000	0.000	0.000	0.000
PF09604	0.000	0.000	0.000	0.000	0.000
PF00280	0.000	0.000	0.000	0.000	0.000
PF06184	0.000	0.000	0.000	0.000	0.000
PF08478	0.000	0.000	0.000	0.000	0.000
PF08479	0.000	0.000	0.000	0.000	0.000
PF13608	0.000	0.000	0.000	0.000	0.000
PF00767	0.000	0.000	0.000	0.000	0.000
PF08440	0.000	0.000	0.000	0.000	0.000
PF00157	0.000	0.000	0.000	0.000	0.000
PF07526	0.000	0.000	0.000	0.000	0.000
PF06227	0.000	0.000	0.000	0.000	0.000
PF04395	0.000	0.000	0.000	0.000	0.000
PF13168	0.000	0.000	0.000	0.000	0.000
PF13169	0.000	0.000	0.000	0.000	0.000
PF05061	0.000	0.000	0.000	0.000	0.000
PF04651	0.000	0.000	0.000	0.000	0.000
PF05767	0.000	0.000	0.000	0.000	0.000
PF05323	0.000	0.000	0.000	0.000	0.000
PF04848	0.000	0.000	0.000	0.000	0.000
PF04584	0.000	0.000	0.000	0.000	0.000
PF06086	0.000	0.000	0.000	0.000	0.000
PF05771	0.000	0.000	0.000	0.000	0.000
PF04665	0.000	0.000	0.000	0.000	0.000
PF05288	0.000	0.000	0.000	0.000	0.000
PF04948	0.000	0.000	0.000	0.000	0.000
PF04924	0.000	0.000	0.000	0.000	0.000
PF04745	0.000	0.000	0.000	0.000	0.000
PF04835	0.000	0.000	0.000	0.000	0.000
PF03286	0.000	0.000	0.000	0.000	0.000
PF10640	0.000	0.000	0.000	0.000	0.000
PF04508	0.000	0.000	0.000	0.000	0.000
PF03336	0.000	0.000	0.000	0.000	0.000
PF03287	0.000	0.000	0.000	0.000	0.000
PF04701	0.000	0.000	0.000	0.000	0.000
PF04580	0.000	0.000	0.000	0.000	0.000
PF03288	0.000	0.000	0.000	0.000	0.000
PF04805	0.000	0.000	0.000	0.000	0.000
PF04497	0.000	0.000	0.000	0.000	0.000
PF04656	0.000	0.000	0.000	0.000	0.000
PF03394	0.000	0.000	0.000	0.000	0.000
PF04943	0.000	0.000	0.000	0.000	0.000
PF03337	0.000	0.000	0.000	0.000	0.000
PF04596	0.000	0.000	0.000	0.000	0.000
PF04708	0.000	0.000	0.000	0.000	0.000
PF04767	0.000	0.000	0.000	0.000	0.000
PF04599	0.000	0.000	0.000	0.000	0.000
PF05503	0.000	0.000	0.000	0.000	0.000
PF04787	0.000	0.000	0.000	0.000	0.000
PF03289	0.000	0.000	0.000	0.000	0.000
PF04661	0.000	0.000	0.000	0.000	0.000
PF04713	0.000	0.000	0.000	0.000	0.000
PF04595	0.000	0.000	0.000	0.000	0.000
PF05718	0.000	0.000	0.000	0.000	0.000
PF03338	0.000	0.000	0.000	0.000	0.000
PF03339	0.000	0.000	0.000	0.000	0.000
PF04872	0.000	0.000	0.000	0.000	0.000
PF03356	0.000	0.000	0.000	0.000	0.000
PF04887	0.000	0.000	0.000	0.000	0.000
PF03291	0.000	0.000	0.000	0.000	0.000
PF03341	0.000	0.000	0.000	0.000	0.000
PF05313	0.000	0.000	0.000	0.000	0.000
PF03213	0.000	0.000	0.000	0.000	0.000
PF03395	0.000	0.000	0.000	0.000	0.000
PF03292	0.000	0.000	0.000	0.000	0.000
PF03296	0.000	0.000	0.000	0.000	0.000
PF12629	0.000	0.000	0.000	0.000	0.000
PF12630	0.000	0.000	0.000	0.000	0.000
PF03294	0.000	0.000	0.000	0.000	0.000
PF03340	0.000	0.000	0.000	0.000	0.000
PF03293	0.000	0.000	0.000	0.000	0.000
PF05320	0.000	0.000	0.000	0.000	0.000
PF05273	0.000	0.000	0.000	0.000	0.000
PF03396	0.000	0.000	0.000	0.000	0.000
PF05445	0.000	0.000	0.000	0.000	0.000
PF04490	0.000	0.000	0.000	0.000	0.000
PF04491	0.000	0.000	0.000	0.000	0.000
PF03295	0.000	0.000	0.000	0.000	0.000
PF03355	0.000	0.000	0.000	0.000	0.000
PF04441	0.000	0.000	0.000	0.000	0.000
PF05566	0.000	0.000	0.000	0.000	0.000
PF04947	0.000	0.000	0.000	0.000	0.000
PF04498	0.000	0.000	0.000	0.000	0.000
PF00550	0.000	0.000	0.000	0.000	0.000
PF14573	0.000	0.000	0.000	0.000	0.000
PF07430	0.000	0.000	0.000	0.000	0.000
PF10488	0.000	0.000	0.000	0.000	0.000
PF15276	0.000	0.000	0.000	0.000	0.000
PF05361	0.000	0.000	0.000	0.000	0.000
PF14299	0.000	0.000	0.000	0.000	0.000
PF10252	0.000	0.000	0.000	0.000	0.000
PF00481	0.000	0.000	0.000	0.000	0.000
PF13672	0.000	0.000	0.000	0.000	0.000
PF07830	0.000	0.000	0.000	0.000	0.000
PF02818	0.000	0.000	0.000	0.000	0.000
PF12577	0.000	0.000	0.000	0.000	0.000
PF04151	0.000	0.000	0.000	0.000	0.000
PF15060	0.000	0.000	0.000	0.000	0.000
PF01326	0.000	0.000	0.000	0.000	0.000
PF00823	0.000	0.000	0.000	0.000	0.000
PF07491	0.000	0.000	0.000	0.000	0.000
PF03976	0.000	0.000	0.000	0.000	0.000
PF12142	0.000	0.000	0.000	0.000	0.000
PF12143	0.000	0.000	0.000	0.000	0.000
PF15503	0.000	0.000	0.000	0.000	0.000
PF09184	0.000	0.000	0.000	0.000	0.000
PF08321	0.000	0.000	0.000	0.000	0.000
PF14895	0.000	0.000	0.000	0.000	0.000
PF01535	0.000	0.000	0.000	0.000	0.000
PF12854	0.000	0.000	0.000	0.000	0.000
PF13041	0.000	0.000	0.000	0.000	0.000
PF13812	0.000	0.000	0.000	0.000	0.000
PF01239	0.000	0.000	0.000	0.000	0.000
PF14427	0.000	0.000	0.000	0.000	0.000
PF00519	0.000	0.000	0.000	0.000	0.000
PF00524	0.000	0.000	0.000	0.000	0.000
PF00511	0.000	0.000	0.000	0.000	0.000
PF00508	0.000	0.000	0.000	0.000	0.000
PF02541	0.000	0.000	0.000	0.000	0.000
PF02503	0.000	0.000	0.000	0.000	0.000
PF13090	0.000	0.000	0.000	0.000	0.000
PF13089	0.000	0.000	0.000	0.000	0.000
PF03012	0.000	0.000	0.000	0.000	0.000
PF04193	0.000	0.000	0.000	0.000	0.000
PF04403	0.000	0.000	0.000	0.000	0.000
PF01011	0.000	0.000	0.000	0.000	0.000
PF08042	0.000	0.000	0.000	0.000	0.000
PF05402	0.000	0.000	0.000	0.000	0.000
PF13360	0.000	0.000	0.000	0.000	0.000
PF13570	0.000	0.000	0.000	0.000	0.000
PF01502	0.000	0.000	0.000	0.000	0.000
PF01503	0.000	0.000	0.000	0.000	0.000
PF03208	0.000	0.000	0.000	0.000	0.000
PF00697	0.000	0.000	0.000	0.000	0.000
PF09372	0.000	0.000	0.000	0.000	0.000
PF15314	0.000	0.000	0.000	0.000	0.000
PF05239	0.000	0.000	0.000	0.000	0.000
PF14343	0.000	0.000	0.000	0.000	0.000
PF10253	0.000	0.000	0.000	0.000	0.000
PF03967	0.000	0.000	0.000	0.000	0.000
PF00874	0.000	0.000	0.000	0.000	0.000
PF09214	0.000	0.000	0.000	0.000	0.000
PF08270	0.000	0.000	0.000	0.000	0.000
PF05033	0.000	0.000	0.000	0.000	0.000
PF02996	0.000	0.000	0.000	0.000	0.000
PF01920	0.000	0.000	0.000	0.000	0.000
PF13758	0.000	0.000	0.000	0.000	0.000
PF04707	0.000	0.000	0.000	0.000	0.000
PF07156	0.000	0.000	0.000	0.000	0.000
PF00432	0.000	0.000	0.000	0.000	0.000
PF01255	0.000	0.000	0.000	0.000	0.000
PF13243	0.000	0.000	0.000	0.000	0.000
PF13249	0.000	0.000	0.000	0.000	0.000
PF09687	0.000	0.000	0.000	0.000	0.000
PF01080	0.000	0.000	0.000	0.000	0.000
PF09029	0.000	0.000	0.000	0.000	0.000
PF07530	0.000	0.000	0.000	0.000	0.000
PF06875	0.000	0.000	0.000	0.000	0.000
PF09480	0.000	0.000	0.000	0.000	0.000
PF12666	0.000	0.000	0.000	0.000	0.000
PF09627	0.000	0.000	0.000	0.000	0.000
PF07929	0.000	0.000	0.000	0.000	0.000
PF00156	0.000	0.000	0.000	0.000	0.000
PF13793	0.000	0.000	0.000	0.000	0.000
PF14572	0.000	0.000	0.000	0.000	0.000
PF07445	0.000	0.000	0.000	0.000	0.000
PF08708	0.000	0.000	0.000	0.000	0.000
PF08707	0.000	0.000	0.000	0.000	0.000
PF09250	0.000	0.000	0.000	0.000	0.000
PF08273	0.000	0.000	0.000	0.000	0.000
PF00377	0.000	0.000	0.000	0.000	0.000
PF11587	0.000	0.000	0.000	0.000	0.000
PF03991	0.000	0.000	0.000	0.000	0.000
PF03063	0.000	0.000	0.000	0.000	0.000
PF00485	0.000	0.000	0.000	0.000	0.000
PF06798	0.000	0.000	0.000	0.000	0.000
PF07915	0.000	0.000	0.000	0.000	0.000
PF12999	0.000	0.000	0.000	0.000	0.000
PF13015	0.000	0.000	0.000	0.000	0.000
PF06325	0.000	0.000	0.000	0.000	0.000
PF05185	0.000	0.000	0.000	0.000	0.000
PF13010	0.000	0.000	0.000	0.000	0.000
PF15174	0.000	0.000	0.000	0.000	0.000
PF09286	0.000	0.000	0.000	0.000	0.000
PF05824	0.000	0.000	0.000	0.000	0.000
PF07421	0.000	0.000	0.000	0.000	0.000
PF15240	0.000	0.000	0.000	0.000	0.000
PF15455	0.000	0.000	0.000	0.000	0.000
PF08082	0.000	0.000	0.000	0.000	0.000
PF08083	0.000	0.000	0.000	0.000	0.000
PF08084	0.000	0.000	0.000	0.000	0.000
PF00235	0.000	0.000	0.000	0.000	0.000
PF02161	0.000	0.000	0.000	0.000	0.000
PF12177	0.000	0.000	0.000	0.000	0.000
PF14457	0.000	0.000	0.000	0.000	0.000
PF14461	0.000	0.000	0.000	0.000	0.000
PF14459	0.000	0.000	0.000	0.000	0.000
PF14460	0.000	0.000	0.000	0.000	0.000
PF14462	0.000	0.000	0.000	0.000	0.000
PF14464	0.000	0.000	0.000	0.000	0.000
PF14446	0.000	0.000	0.000	0.000	0.000
PF14445	0.000	0.000	0.000	0.000	0.000
PF14447	0.000	0.000	0.000	0.000	0.000
PF09228	0.000	0.000	0.000	0.000	0.000
PF06607	0.000	0.000	0.000	0.000	0.000
PF14454	0.000	0.000	0.000	0.000	0.000
PF15621	0.000	0.000	0.000	0.000	0.000
PF15172	0.000	0.000	0.000	0.000	0.000
PF05617	0.000	0.000	0.000	0.000	0.000
PF05478	0.000	0.000	0.000	0.000	0.000
PF03759	0.000	0.000	0.000	0.000	0.000
PF08127	0.000	0.000	0.000	0.000	0.000
PF08126	0.000	0.000	0.000	0.000	0.000
PF02244	0.000	0.000	0.000	0.000	0.000
PF06605	0.000	0.000	0.000	0.000	0.000
PF04352	0.000	0.000	0.000	0.000	0.000
PF09180	0.000	0.000	0.000	0.000	0.000
PF09181	0.000	0.000	0.000	0.000	0.000
PF07259	0.000	0.000	0.000	0.000	0.000
PF07376	0.000	0.000	0.000	0.000	0.000
PF08188	0.000	0.000	0.000	0.000	0.000
PF00260	0.000	0.000	0.000	0.000	0.000
PF00841	0.000	0.000	0.000	0.000	0.000
PF00227	0.000	0.000	0.000	0.000	0.000
PF10584	0.000	0.000	0.000	0.000	0.000
PF10508	0.000	0.000	0.000	0.000	0.000
PF04683	0.000	0.000	0.000	0.000	0.000
PF12283	0.000	0.000	0.000	0.000	0.000
PF03247	0.000	0.000	0.000	0.000	0.000
PF08374	0.000	0.000	0.000	0.000	0.000
PF11563	0.000	0.000	0.000	0.000	0.000
PF02428	0.000	0.000	0.000	0.000	0.000
PF05373	0.000	0.000	0.000	0.000	0.000
PF02983	0.000	0.000	0.000	0.000	0.000
PF00484	0.000	0.000	0.000	0.000	0.000
PF01619	0.000	0.000	0.000	0.000	0.000
PF14850	0.000	0.000	0.000	0.000	0.000
PF00160	0.000	0.000	0.000	0.000	0.000
PF05544	0.000	0.000	0.000	0.000	0.000
PF02840	0.000	0.000	0.000	0.000	0.000
PF08606	0.000	0.000	0.000	0.000	0.000
PF06991	0.000	0.000	0.000	0.000	0.000
PF06424	0.000	0.000	0.000	0.000	0.000
PF12230	0.000	0.000	0.000	0.000	0.000
PF08572	0.000	0.000	0.000	0.000	0.000
PF09785	0.000	0.000	0.000	0.000	0.000
PF03371	0.000	0.000	0.000	0.000	0.000
PF12871	0.000	0.000	0.000	0.000	0.000
PF08799	0.000	0.000	0.000	0.000	0.000
PF12134	0.000	0.000	0.000	0.000	0.000
PF04303	0.000	0.000	0.000	0.000	0.000
PF06506	0.000	0.000	0.000	0.000	0.000
PF07069	0.000	0.000	0.000	0.000	0.000
PF02340	0.000	0.000	0.000	0.000	0.000
PF13367	0.000	0.000	0.000	0.000	0.000
PF11202	0.000	0.000	0.000	0.000	0.000
PF15609	0.000	0.000	0.000	0.000	0.000
PF15610	0.000	0.000	0.000	0.000	0.000
PF01366	0.000	0.000	0.000	0.000	0.000
PF08372	0.000	0.000	0.000	0.000	0.000
PF13765	0.000	0.000	0.000	0.000	0.000
PF12465	0.000	0.000	0.000	0.000	0.000
PF14765	0.000	0.000	0.000	0.000	0.000
PF00223	0.000	0.000	0.000	0.000	0.000
PF02531	0.000	0.000	0.000	0.000	0.000
PF02605	0.000	0.000	0.000	0.000	0.000
PF07465	0.000	0.000	0.000	0.000	0.000
PF05479	0.000	0.000	0.000	0.000	0.000
PF08078	0.000	0.000	0.000	0.000	0.000
PF03912	0.000	0.000	0.000	0.000	0.000
PF00737	0.000	0.000	0.000	0.000	0.000
PF02532	0.000	0.000	0.000	0.000	0.000
PF01788	0.000	0.000	0.000	0.000	0.000
PF02533	0.000	0.000	0.000	0.000	0.000
PF02419	0.000	0.000	0.000	0.000	0.000
PF05151	0.000	0.000	0.000	0.000	0.000
PF02468	0.000	0.000	0.000	0.000	0.000
PF01789	0.000	0.000	0.000	0.000	0.000
PF05757	0.000	0.000	0.000	0.000	0.000
PF04725	0.000	0.000	0.000	0.000	0.000
PF01405	0.000	0.000	0.000	0.000	0.000
PF06514	0.000	0.000	0.000	0.000	0.000
PF07123	0.000	0.000	0.000	0.000	0.000
PF06596	0.000	0.000	0.000	0.000	0.000
PF06298	0.000	0.000	0.000	0.000	0.000
PF07635	0.000	0.000	0.000	0.000	0.000
PF07583	0.000	0.000	0.000	0.000	0.000
PF07627	0.000	0.000	0.000	0.000	0.000
PF07587	0.000	0.000	0.000	0.000	0.000
PF07624	0.000	0.000	0.000	0.000	0.000
PF07626	0.000	0.000	0.000	0.000	0.000
PF07631	0.000	0.000	0.000	0.000	0.000
PF07637	0.000	0.000	0.000	0.000	0.000
PF12588	0.000	0.000	0.000	0.000	0.000
PF01416	0.000	0.000	0.000	0.000	0.000
PF00849	0.000	0.000	0.000	0.000	0.000
PF07276	0.000	0.000	0.000	0.000	0.000
PF01437	0.000	0.000	0.000	0.000	0.000
PF06952	0.000	0.000	0.000	0.000	0.000
PF06290	0.000	0.000	0.000	0.000	0.000
PF06146	0.000	0.000	0.000	0.000	0.000
PF07769	0.000	0.000	0.000	0.000	0.000
PF00421	0.000	0.000	0.000	0.000	0.000
PF14870	0.000	0.000	0.000	0.000	0.000
PF13326	0.000	0.000	0.000	0.000	0.000
PF05969	0.000	0.000	0.000	0.000	0.000
PF00796	0.000	0.000	0.000	0.000	0.000
PF02427	0.000	0.000	0.000	0.000	0.000
PF02507	0.000	0.000	0.000	0.000	0.000
PF03244	0.000	0.000	0.000	0.000	0.000
PF01701	0.000	0.000	0.000	0.000	0.000
PF01241	0.000	0.000	0.000	0.000	0.000
PF06404	0.000	0.000	0.000	0.000	0.000
PF07704	0.000	0.000	0.000	0.000	0.000
PF04046	0.000	0.000	0.000	0.000	0.000
PF04468	0.000	0.000	0.000	0.000	0.000
PF05825	0.000	0.000	0.000	0.000	0.000
PF04012	0.000	0.000	0.000	0.000	0.000
PF06667	0.000	0.000	0.000	0.000	0.000
PF04024	0.000	0.000	0.000	0.000	0.000
PF04839	0.000	0.000	0.000	0.000	0.000
PF07636	0.000	0.000	0.000	0.000	0.000
PF03034	0.000	0.000	0.000	0.000	0.000
PF07455	0.000	0.000	0.000	0.000	0.000
PF02666	0.000	0.000	0.000	0.000	0.000
PF04230	0.000	0.000	0.000	0.000	0.000
PF04886	0.000	0.000	0.000	0.000	0.000
PF07591	0.000	0.000	0.000	0.000	0.000
PF14449	0.000	0.000	0.000	0.000	0.000
PF04829	0.000	0.000	0.000	0.000	0.000
PF11468	0.000	0.000	0.000	0.000	0.000
PF01515	0.000	0.000	0.000	0.000	0.000
PF08416	0.000	0.000	0.000	0.000	0.000
PF12738	0.000	0.000	0.000	0.000	0.000
PF15028	0.000	0.000	0.000	0.000	0.000
PF02126	0.000	0.000	0.000	0.000	0.000
PF10409	0.000	0.000	0.000	0.000	0.000
PF01329	0.000	0.000	0.000	0.000	0.000
PF00809	0.000	0.000	0.000	0.000	0.000
PF01981	0.000	0.000	0.000	0.000	0.000
PF01091	0.000	0.000	0.000	0.000	0.000
PF05196	0.000	0.000	0.000	0.000	0.000
PF03095	0.000	0.000	0.000	0.000	0.000
PF04387	0.000	0.000	0.000	0.000	0.000
PF14566	0.000	0.000	0.000	0.000	0.000
PF01242	0.000	0.000	0.000	0.000	0.000
PF10131	0.000	0.000	0.000	0.000	0.000
PF12453	0.000	0.000	0.000	0.000	0.000
PF12789	0.000	0.000	0.000	0.000	0.000
PF00854	0.000	0.000	0.000	0.000	0.000
PF15237	0.000	0.000	0.000	0.000	0.000
PF00381	0.000	0.000	0.000	0.000	0.000
PF03829	0.000	0.000	0.000	0.000	0.000
PF03830	0.000	0.000	0.000	0.000	0.000
PF01885	0.000	0.000	0.000	0.000	0.000
PF00358	0.000	0.000	0.000	0.000	0.000
PF00359	0.000	0.000	0.000	0.000	0.000
PF00367	0.000	0.000	0.000	0.000	0.054
PF02378	0.000	0.000	0.000	0.000	0.000
PF13303	0.000	0.000	0.000	0.000	0.000
PF02255	0.000	0.000	0.000	0.000	0.000
PF02302	0.000	0.000	0.000	0.000	0.000
PF01472	0.000	0.000	0.000	0.000	0.000
PF14306	0.000	0.000	0.000	0.000	0.000
PF09409	0.000	0.000	0.000	0.000	0.000
PF03209	0.000	0.000	0.000	0.000	0.000
PF07905	0.000	0.000	0.000	0.000	0.000
PF03714	0.000	0.000	0.000	0.000	0.000
PF00806	0.000	0.000	0.000	0.000	0.000
PF05398	0.000	0.000	0.000	0.000	0.000
PF08324	0.000	0.000	0.000	0.000	0.000
PF11773	0.000	0.000	0.000	0.000	0.000
PF09691	0.000	0.000	0.000	0.000	0.000
PF05639	0.000	0.000	0.000	0.000	0.000
PF03136	0.000	0.000	0.000	0.000	0.000
PF04845	0.000	0.000	0.000	0.000	0.000
PF02700	-0.000	-0.073	-0.129	0.000	-0.348
PF02245	0.000	0.000	0.000	0.000	0.000
PF09182	0.000	0.000	0.000	0.000	0.000
PF06971	0.000	0.000	0.000	0.000	0.000
